platform,title,location,description,contactPhone,startDate,endDate,photoUrl,eventUrl,contactEmail,,
https://www.hemmings.com/calendar,"33rd Annual Cave State Cruisers Hillbilly Concours Car, Truck, Motorcycle, Antique RV & Tractor Show","Waynesville City Park
Waynesville, MO, 65583","The Cave State Cruisers CSC will host our 33rd Annual Hillbilly Concours Route-66 Festival Car, Truck, Motorcycle, Antique RV/Travel Trailer, and Antique Tractor Show the weekend after Fathers Day, Saturday June 27th through Sunday June 28th, 2020 at the Waynesville City Park, downtown Waynesville, Missouri on Old Route 66/Business Route 44. We have 26 classes ranging from horseless carriages to modern super cars to classic commercial vehicles and buses to rat rods and everything in between, antique tractors, and classic RVs/Camping Trailers, with three Best of Class awards per class, plus special awards. Additionally, we will have random $33 cash prize drawings donated by local businesses every 33 minutes for six hours on Saturday for registered show vehicle owners. The $20 Registration fee per vehicle covers both show days. Event is free to the public, although donations are graciously accepted to support the numerous charities we support. Judging on a 100-point scale runs 8:00 AM - 4:00PM on Saturday and 8:00 AM - 11:00AM on Sunday. Awards ceremony is at 1:00PM Sunday. Festival at the car show includes no-repeat period correct top hit music from 1926 through 1986, the 60 years of Route 66, and we have dancing in the street. Shops, restaurants, the 1849 Stagecoach Stop Museum, and the historic Pulaski County Courthouse in downtown Waynesville on the Original Route 66 will be open on Saturday just a short walk from the car show. Note: We have use of the city splash park on the car show grounds, so bring swimsuits if you want to stay cool. See photos from our previous shows and club activities at CaveStateCruisersCarClub on Face Book. Prior year shows included rare vehicles arriving from around the United States and internationally from as far away as New Zealand. Come join us for one of the best car, truck, and motorcycle shows in the Mid-West. Contact CSC President Mac Myers at 573-512-0176 or CSC Secretary John Fensterer at 573 855-0543 for show/vendor registration information.",573-512-0176,June 27 2020,June 28 2020,,https://www.hemmings.com/events/detail?listing_id=56642,,,
https://www.hemmings.com/calendar,"Midlands SC Muscle & Classic Car Group Cruise In June, 2020 Newberry, SC","1624 Wilson Road
Newberry, SC, 29108","80's Night @ Sonic Restaurant in Newberry SCDress in your favorite 80's AttireNote: All Music will be 1980'sGreat People Great Music Great Classic Cars/Trucks, Muscle Cars, & Great Food/Drink",803-321-9090,June 27 2020 5pm-,June 27 2020 7pm,,https://www.hemmings.com/events/detail?listing_id=56720,,,
https://www.hemmings.com/calendar,Return To Renton Benefit Car Show and Cruise-In,"South 3rd St / Burnett Ave South
Renton, WA, 98057",An annual collector vehicle benefit show that raises funds for local youth education programs.,,July 12 2020,,,https://www.hemmings.com/events/detail?listing_id=56713,,,
https://www.hemmings.com/calendar,Moonshine Valley F-100's all Ford Truck show.,"3374 SOCO Rd
Maggie Valley, NC, 28751","Truck show for all years , makes and models of Ford Trucks. Show has vendors , DJ, Trophy's and crafts.",423-608-4519,July 17 2020,July 18 2020,,https://www.hemmings.com/events/detail?listing_id=56409,,,
https://www.hemmings.com/calendar,Southeastern Gas and Petroleum Expo,"3374 SOCO Rd
Maggie Valley, NC, 28751","Event with old gas station items , old store items, old tags , gas pumps, old signs ETC.",4236084519,July 17 2020,July 18 2020,,https://www.hemmings.com/events/detail?listing_id=56411,,,
https://www.hemmings.com/calendar,Georgia Street Rod Association Annual BBQ Picnic and Awards Meeting,"Indian Springs State Park 678 Lake Clark Road Flovilla, GA 30216
Flovilla, GA, 30216","July 18, 2020GSRA Annual BBQ Picnic and Awards Meeting10 AM - 2 PMIndian Springs State Park678 Lake Clark RoadFlovilla, GA 30216This is the GSRAs annual summer BBQ and Awards picnic where we announce Car of the Year winner.",770-841-4375,July 18 2020 10:00AM,July 18 2020 2:00PM,,https://www.hemmings.com/events/detail?listing_id=56741,,,
https://www.hemmings.com/calendar,National DeSoto Club Convention,"375 S Moorland Rd.
Brookfield, WI, 53005","The annual convention for the National DeSoto Club, Inc. will be hosted in Brookfield, Wisconsin, July 29 - August 2, 2020. The host hotel will be the Sheraton Milwaukee Brookfield in Brookfield, WI. The official show day will be Saturday, August 1 and will be held on a grass field at the corner of Calhoun Road and North Avenue, immediately north of the Brookfield Clerk of Court and Fire Department, with a separate area for classic car spectator parking if you wish to take your car for a weekend drive. The rain location will be at the host hotel Sheraton parking lot.Please note the DeSoto show is open to all spectators, but participation is only for DeSotos and also requires both a club membership and a fire extinguisher due to club show insurance regulations.More details, updates, and membership application may be found at the club website: www.desoto.org",2627458161,July 29 2020,August 02 2020,,https://www.hemmings.com/events/detail?listing_id=56434,,,
https://www.hemmings.com/calendar,9th Annual Salute to Veterans Car & Motorcycle Show,"873 NE 34th Avenue
Hillsboro, OR, 97124","All cars, trucks and motorcycles are welcome FREE Admission to Spectators...Over 400 Show Cars, Trucks & Motorcycles, Active & Vintage Military Vehicles, Tribute to Veterans Ceremony, Scott Pipe Band, Huey Helicopter landing, West Coast Ravens Fly Over, SWAT Car, Police & Fire Vehicles, Race CarsGreat Food, Vendors, Trophies, Corral Creek Blue Grass Band, Got Your Six Rock & Roll Band, Classic Tracks DJ, Huge Raffle, 50/50 Raffle, and moreALL PROCEEDS WILL SUPPORT LOCAL VETERANS PROGRAMS INCLUDING: Oregon Paralyzed Veterans of America and the Salvation Army Veterans & Family CenterHISTORY OF THE SALUTE TO VETERAN CAR & MOTORCYCLE SHOWAug. 8th 2020 will be the 9th Annual Salute to Veterans Car & Motorcycle ShowIn the beginning the event was a fundraiser solely for the Salvation Army Veterans & Family Center and now we share the funds raised with other veteran charities.Our Car Show is an all-volunteer produced event.We have grown from 99 cars and 1 motorcycle to over 400 vehicles including a great variety of show cars, motorcycles, military vehicles, helicopters, and city/county vehicles.The Disabled Veterans Motorcycle Club hosts a Motorcycle Run ending at the event.Funds are raised through trophy sponsorship, vehicle registrations, raffle, vendor fees, and donations.Over $189,000 has been raised in our seven years for local veterans and their families in need - for instance, at the SA Veterans Center we built an ADA ramp, children's play and BBQ area, raised-bed gardens, ADA bathrooms and funded kids school supplies and nutrition programs and more...","5037804679, 5035934947",August 08 2020 9:30am,August 08 2020 3:00pm,,https://www.hemmings.com/events/detail?listing_id=56459,,,
https://www.hemmings.com/calendar,Cruise the Gorge,"350 E Scenic Dr
The Dalles, OR, 97058","Open car show on the grass in the shade in beautiful Soroses Park, overlooking The Dalles and the Columbia River Gorge. Dash Plaques and Goodie Bags to 1st 250 cars.","541-980-5940, 541-993-3540",August 08 2020 9am ,August 08 2020 4pm,,https://www.hemmings.com/events/detail?listing_id=56735,,,
https://www.hemmings.com/calendar,Corvettes America all Corvette Show,"5935 Clarkston Road
Clarkston, MI, 48348","Clarkston, Michigan to Host Michigans Largest All Corvette ShowMark your calendars, Corvettes America will be held on August 8, 2020We have selected a scenic and unique location at the Everest Academy located at 5935 Clarkston Road in Clarkston, Mi 48348, exit 89 off I-75, North on Sashabaw Rd, West on Clarkston Road. Corvettes America, celebrating its 20th anniversary this year, draws automotive enthusiasts from across Michigan as well as surrounding states and Canada. This show which is one of the largest all Corvette shows within a two hundred mile radius of Detroit, will be held rain or shine. Corvettes America is an all volunteer effort staged by members of America's Corvette Club of Michigan. Americas Corvette Club, which is sponsored by Bowman Chevrolet of Clarkston, is one of the largest Corvette clubs in Michigan. Proceeds from the silent auction are donated to Clarkston SCAMP, a charitable organization dedicated to serving children and young adults with special needs. Spectators will view some of the finest examples of the Corvette line competing for over thirty awards. The spectator entrance fee is $10.00 per vehicle. In addition, numerous Corvette after-market products will be offered by leading Corvette suppliers along with other automotive-related businesses displaying various products and services, all surrounded by ambiance of the Michigan countryside. For more information on this event, visit www.corvettesamerica.org or contact our Show Chair at [ email us ]. Those interested may also send an e-mail to [ email us ] or call 248 884-3812.",248-884-3812,August 08 2020 9 am,August 08 2020 4:30 pm,,https://www.hemmings.com/events/detail?listing_id=56748,,,
https://www.hemmings.com/calendar,23rd Annual Show of Wheels,"118 E Commerce St
Fairfield, TX, 75840","SAVE THE DATE Upcoming details for our Poker Run, Cruise thru Town and our Annual Show of Wheels",903-389-5792,September 12 2020 8:00am-,September 12 2020 3:00pm,,https://www.hemmings.com/events/detail?listing_id=56661,,,
https://www.hemmings.com/calendar,"Midlands SC Muscle & Classic Car Group Cruise In Sept., 2020 Newberry, SC","2867 Main Street
Newberry, SC, 29108","Cruise In @ Advanced Auto PartsMusic from the 50's, 60's, 70's, and 80'sFREE EVENTGREAT CLASSIC CARS/TRUCKS, MUSCLE CARS, and MOTORCYCLES",803-276-1660,September 26 2020 5pm-,September 26 2020 7pm,,https://www.hemmings.com/events/detail?listing_id=56721,,,
https://www.hemmings.com/calendar,The NE Georgia Mustang Club's 47th Annual Shelby Mustang & Ford Meet,"Maggie Valley Festival Grounds located at 3374 Soco Rd
Maggie Valley, NC, 28751","2020 Maggie Valley Car Show The 47th Annual Shelby Mustang & Ford Meet will be held at the Maggie Valley Festival Grounds located at 3374 Soco Rd Maggie Valley, NC 28751 on Saturday October 3, 2020 with Sunday October 4, 2020 the rain date if needed.On-site registration will be available on Friday October 3, 2020 from 1:00 PM to 5:00 PM at the show site. On Saturday October 3, 2020 the show will be from 8:30 AM to 3:00 PM with registration open until noon.The Car Show Registration Fee is $25.00 per vehicle, there is no entrance fee for spectators.All years of Mustangs, Shelbys and Ford bodied and Ford powered vehicles are welcome.As in the past this show will be a popular vote format with awards presentation at 3:00 PM. There will be over 25 classes available with top 3 awards in each class plus awards for Best in Class Early Mustang, Best in Class Late Mustang and the Jim Osborn Award.There will be show T-shirts available for purchase, with last years Best of Show Early Mustang Best of Show Late Mustang and Jim Osborn award winners centered on the back, plus there will be a 50/50 drawing that will benefit Toys for Tots.Additionally there will be numerous door prizes available and awarded throughout the day.For any questions, please contact Steve Harrison at 404427-2264 or [ email us ] again we will arrange for food and drink to be available at the site.For NE Georgia Mustang Club members and anyone else who would like to join us, we will once again cruise up on Friday, October 2, 2020 by way of the Dillard House Restaurant.If you prefer, you can meet us at the Dillard house at 8:30. After breakfast we caravan on to Maggie Valley arriving somewhere around noon or so.We usually check out the show site taking care of vendors and any early registrations that may arrive by 5:00 PM on Friday.There are many good places to eat in Maggie Valley and the Club will usually eat dinner somewhere as a group or in groups at several locations.Lodging is available at the host hotel the Comfort Inn. There are additional accommodations available at Creekside Lodge, Best Western, and Microtel unless they are full. If the Maggie Valley hotels are filled there are other hotels in Waynesville, NC which is a few minutes north of the show site.We look forward to seeing you at the NE Georgia Mustang Clubs 47th Annual Show",404-427-2264,October 03 2020 8:30AM,October 03 2020 3:00PM,,https://www.hemmings.com/events/detail?listing_id=56733,,,
https://www.hemmings.com/calendar,"Car Show Long Island at TOBAT BEACH Fall 2020 Car, Truck, and SUV show","TOBAY BEACH Ocean Parkway
Massapequa, NY, 11758","Whether youre a proud car owner or you want to see the best rides on Long Island and the surrounding area, the Car Show Long Island TOBAY Classic is sure to please Hundreds of classics and muscle cars and trucks have made their way south to TOBAY Beach to be part of something special a fun and dynamic car show at the beach. This premier event has become an instant classic and favorite destination for car enthusiasts across Long Island and beyondTOBAY Beach hosted over 800 show cars for the Spring 2019 Car Show Long Island TOBAY Classic on Sunday, May 19th our biggest Car Show Long Island yet This destination event is rapidly becoming a cant miss experience for automotive enthusiasts throughout Long Island and the metropolitan region.What could be better than spending the day at the beach with friends and family checking out some classic beauties with the breathtaking backdrop of TOBAY Beach? Its a day of family-fun as spectators check out cool cars all while enjoying a live concert, premier vendors, interactive displays and some of the best food trucks. Theres truly something for everyone, thanks to the many sponsor and vendor displays surrounding the hundreds of cars on display.Awards will go to the best-of-the-best in multiple categories, including Best in Show, and children will have a say when deeming which show cars are their favorites in the Kids Choice Awards.The event is free to spectators. There are no residency requirements or parking stickers needed since the event is held outside of the Beach Season.All attendees are asked to please bring canned goods to benefit Island Harvest, the largest hunger relief organization on Long Island.RAIN DATE: Sunday, October 11th.",,October 04 2020 9AM,October 04 2020 4PM,,https://www.hemmings.com/events/detail?listing_id=56485,,,
https://www.themotoringdiary.com,Flight of the Condor,"Cartagena
Columbia ","Cartagena, Columbia, to Lima, PeruInfo: The rally starts on the shores of the Caribbean, in Cartagena, Colombia, and covers 7,200km in 28 days before finishing in Lima, the capital of Peru. En route you’ll visit famous sites such as Machu Picchu and the Nazca Lines, spend time in the Amazonian forest and experience some of the world’s greatest roads, driving across awesome deserts and over 4,500-metre passes in the Andes.
Price: On request
Tel: +44 (0) 1252 794100",,November 10 2019,December 10 2019,https://www.themotoringdiary.com/wp-content/uploads/2018/10/FOTC.png,https://www.themotoringdiary.com/event/flight-of-the-condor/,,,
https://www.themotoringdiary.com,Intercontinental GT – Kyalami 9 Hours,"Kyalami Grand Prix Circuit
Cnr R55 & Allandale Road
Kyalami, Midrand 1684 South Africa ",,,November 21 2019,November 23 2019,https://www.themotoringdiary.com/wp-content/uploads/2018/10/Intercontinental.png,https://www.themotoringdiary.com/event/intercontinental-gt-kyalami-9-hours/,aaron@sro-motorsports.com,,
https://www.themotoringdiary.com,Roger Albert Clark Rally,"Leominster (start)
United Kingdom ","The ultimate UK gravel rally, run biennially by the Roger Albert Clark Rally to celebrate a golden era of Britain’s round of the World Rally Championship.",,November 21 2019 5:00 pm,November 25 2019 5:00 pm,https://www.themotoringdiary.com/wp-content/uploads/2019/02/Roger-Albert-Clark-Rally.png,https://www.themotoringdiary.com/event/roger-albert-clark-rally/,,,
https://www.themotoringdiary.com,Goodwood Track Day,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Car Track Day Sessioned
105dB
Closed Wheel Only
Novice to race drivers
Lunch provided for the driver, plus additional lunches can be purchased for guests.
Helmets and Paddocks available
Half-day: £180.00
Full-day: £349.00",,November 22 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/goodwood-track-day-9/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,Goodwood Off-Road Experience,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Your day includes:• A fleet of five classic Land Rovers to navigate the Goodwood Estate
• An active team building element
• Hamper refreshments in the woods
• Dedicated instructors on hand to provide advice on vehicle control, obstacle handling as well stories from across the Estate
Timings for your day:
• 09.00 – Introduction to the fleet of Land Rovers as well as your instructor
• 09.15 – Prepare your Land Rover
• 09.30 – Set off on your journey across the Goodwood Estate
• 10.30 – Break for refreshments in the woods
• 12.00 – Return to the Goodwood Motor Circuit
Please note, the timings for the day may be subject to change and can be taken AM or PM
Email: event.sales@goodwood.com
Telephone: 01243 520195",,November 22 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/goodwood-off-road-experience-10/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,Formula E – Ad Diriyah E-Prix,"Saudi Arabia
United States ",,,November 22 2019,November 23 2019,https://www.themotoringdiary.com/wp-content/uploads/2018/08/Formula-E.png,https://www.themotoringdiary.com/event/formula-e-ad-diriyah-e-prix-2/,,,
https://www.themotoringdiary.com,Historics Auctions – Mercedes-Benz World,"Mercedes-Benz World
Brooklands Drive
Weybridge, Surrey KT13 0SL United Kingdom ","Historics independent auctioneers brings together a wealth of specialist motoring experience and with the endorsement from the Brooklands Museum Trust Ltd, aims to preserve and extend the tradition of some of motorings’ most prestigious names.",,November 23 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Historics.png,https://www.themotoringdiary.com/event/__trashed-2__trashed/,auctions@historics.co.uk,,
https://www.themotoringdiary.com,Caernarvonshire & Anglesey Motor Club Rally Stages,"Anglesey Circuit
Ty Croes
Anglesey, Wales LL63 5TF United Kingdom ",Pentraeth Group Glyn Memorial Stages,01407 811400,November 23 2019 9:00 am,November 24 2019 5:00 pm,https://www.themotoringdiary.com/wp-content/uploads/2019/01/C-and-AMC.png,https://www.themotoringdiary.com/event/caernarvonshire-anglesey-motor-club-rally-stages/,,,
https://www.themotoringdiary.com,Malvern Drive-In Classic Car & Bike Autojumble,"Three Counties Showground
Three Counties Showground
Malvern, Worcestershire WR13 6NW United Kingdom ",The season finale! Classic car and motorcycle autojumble located in the recently refurbished Wye Halls. Lots of trade and autojumble stalls offering a great opportunity to locate those hard-to-find parts and accessories.,,November 24 2019 10:00 am,November 24 2019 2:00 pm,https://www.themotoringdiary.com/wp-content/uploads/2019/01/Classic-Shows.png,https://www.themotoringdiary.com/event/malvern-drive-in-classic-car-bike-autojumble-3/,Info@classicshows.org,,
https://www.themotoringdiary.com,Bicester Classic and Vintage,"Bicester Heritage
Buckingham Road
Bicester, Oxfordshire OX27 8AL United Kingdom ",,01869 327928,November 27 2019,,https://www.themotoringdiary.com/wp-content/uploads/2019/01/Brightwells-b-1.png,https://www.themotoringdiary.com/event/bicester-classic-and-vintage/,info@brightwells.com,,
https://www.themotoringdiary.com,"FIA Formula 2, Abu Dhabi","Yas Marina Circuit
Yas Island
Abu Dhabi, UAE ",,,November 29 2019,December 1 2019,https://www.themotoringdiary.com/wp-content/uploads/2018/01/F2.png,https://www.themotoringdiary.com/event/fia-formula-2-abu-dhabi-2/,,,
https://www.themotoringdiary.com,WRX – RD11: South Africa,"Killarney International Raceway
6 Potsdam Rd
Table View, Cape Town 7439 South Africa ","The FIA World Rallycross Championship presented by Monster Energy is head-to-head, short, sharp racing on mixed surfaces (dirt and asphalt) contained within amphitheatre venues. High profile drivers are equipped with RX Supercars with over 600bhp and the ability to accelerate from 0-60mph in less than two seconds. World RX debuted in 2014 with a 12-round calendar including events in Argentina, Turkey, Canada and throughout Europe.  In 2017 rallycross visited the continent of Africa for the first time with a new leg scheduled in Cape Town, South Africa and new for 2018 are events at Silverstone in the UK and at COTA in Texas, USA. Race meetings include a number of short, sharp action-packed qualifying heats with the most successful drivers progressing through to the finals.",,November 30 2019,December 1 2019,https://www.themotoringdiary.com/wp-content/uploads/2018/10/World-RX.png,https://www.themotoringdiary.com/event/wrx-rd11-south-africa/,,,
https://www.themotoringdiary.com,KartMania,"Silverstone Circuit
Silverstone
Towcester, Northamptonshire NN12 8TN United Kingdom ","The Uk’s only dedicated kart exhibition with its now famous KartBoot, New for this year is the
Kartmania UK Sim Championship open to Cadets, Juniors and Seniors",0844 375 0740,November 30 2019,December 1 2019,https://www.themotoringdiary.com/wp-content/uploads/2019/10/Kartmania-1-1.jpg,https://www.themotoringdiary.com/event/kartmania/,,,
https://www.themotoringdiary.com,F1 Abu Dhabi GP,"Yas Marina Circuit
Yas Island
Abu Dhabi, UAE ",,,December 1 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/09/F1-Logo-800x533-800x533.jpg,https://www.themotoringdiary.com/event/f1-abu-dhabi-gp-2/,,,
https://www.themotoringdiary.com,Haynes Breakfast Club,"Haynes International Motor Museum
Sparkford
Yeovil, Somerset BA22 7LH United Kingdom ","Calling all motoring enthusiasts! On the first Sunday of each month we host a breakfast club which is open to all marques. As well as meeting other like-minded enthusiasts, owners can chat over a coffee and a hearty breakfast (from a full English to a bacon roll) in Café 750. The very popular Museum café is open from 9am on Breakfast Club Sundays.",01963 440804,December 1 2019 9:00 am,December 1 2019 12:00 pm,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Haynes-Breakfast-Club.png,https://www.themotoringdiary.com/event/haynes-breakfast-club-23/,enquiries@himm.co.uk,,
https://www.themotoringdiary.com,CCA December Classic Cars,"Warwickshire Exhibition Centre
The Fosse, Fosse Way
Radford Semele, Leamington Spa, Warwickshire CV31 1XN United Kingdom ","The December 2019 sale will take place on Saturday December 7th 2019 at The Warwickshire Event Centre near Leamington Spa CV31 1XN.
If you are interested in bidding at the sale, viewing of lots will be possible on Friday 6nd December 2019 from 12noon until 6:00pm and on the day of the sale from 9:00 to 11:00.",01926 613887,December 6 2019,December 7 2019,https://www.themotoringdiary.com/wp-content/uploads/2018/10/CCA.png,https://www.themotoringdiary.com/event/cca-december-classic-cars/,enquiries@classiccarauctions.co.uk,,
https://www.themotoringdiary.com,Goodwood Off-Road Experience,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Your day includes:• A fleet of five classic Land Rovers to navigate the Goodwood Estate
• An active team building element
• Hamper refreshments in the woods
• Dedicated instructors on hand to provide advice on vehicle control, obstacle handling as well stories from across the Estate
Timings for your day:
• 09.00 – Introduction to the fleet of Land Rovers as well as your instructor
• 09.15 – Prepare your Land Rover
• 09.30 – Set off on your journey across the Goodwood Estate
• 10.30 – Break for refreshments in the woods
• 12.00 – Return to the Goodwood Motor Circuit
Please note, the timings for the day may be subject to change and can be taken AM or PM
Email: event.sales@goodwood.com
Telephone: 01243 520195",,December 6 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/goodwood-off-road-experience-11/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,Goodwood Performance Track Day,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Car Track Day Sessioned
98dB
Closed Wheel Only
Novice to race drivers
The chance to drive three of the BMW M Fleet, Refreshments onsite,
helmets available.
£349",,December 7 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/goodwood-performance-track-day-12/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,The Goodwood ARDS Test,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Car Track Day Sessioned
98dB
Closed Wheel Only
For aspiring racing drivers – must be a competent driver
Classroom session, three 15-minute sessions on track, written examination and lunch for the driver. £389",,December 7 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/the-goodwood-ards-test-11/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,Kempton Park Motorcycle Autojumbles,"Kempton Park
Staines Road Industrial Estate
Sunbury On Thames, Middlesex TW16 5AQ United Kingdom ","The first bike jumble was held at Kempton in 1986 after it moved from Ascot racecourse. Its origins can be traced back to small autojumble events held in Eton church hall during the late seventies.
Our Kempton Jumble now accommodates at least 250 stalls for regular traders and is a very useful venue for enthusiasts having “clear outs”. There is a wide selection of stall locations including many under cover. It has a busy market atmosphere when it opens at 9:30am and, for many in the vintage motorcycling fraternity, it is a social event and meeting point.",,December 7 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Kempton-Park-Autojumble.png,https://www.themotoringdiary.com/event/kempton-park-motorcycle-autojumbles-7/,shows@mortons.co.uk,,
https://www.themotoringdiary.com,Southern Classic Off Road & Racing Show & Motorcycle Jumble,"Kempton Park
Staines Road Industrial Estate
Sunbury On Thames, Middlesex TW16 5AQ United Kingdom ","Come and join us as we finish the season in style at Kempton Park with a packed motorcycle autojumble and our off-road and racing show alongside! As ever, there will be a huge selection of jumble stalls and trade stands offering bargains on all sorts of motorcycle items and project bikes. Plus, for this special December event we welcome some beautiful machines from the off-road and racing worlds covering all the major disciplines. Among the many highlights will be Ted Davis’ and Ernest Allen’s famed Black Lightning/Watsonian sidecar outfit… and that’s just for starters.
INFO: General admission from 9.30am Early bird entry from 7.45am (£10 per person) Traders/sellers entry from 5.45am, plots from £28(pre-booked only) Free parking. Free admission for under-12s.",,December 7 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Kempton-Park-Autojumble.png,https://www.themotoringdiary.com/event/southern-classic-off-road-racing-show-motorcycle-jumble/,shows@mortons.co.uk,,
https://www.themotoringdiary.com,The Bond Street Sale,"Bonhams
101 New Bond Street
London, W1S 1SR United Kingdom ",,,December 7 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/09/Bonhams.png,https://www.themotoringdiary.com/event/the-bond-street-sale-2/,,,
https://www.themotoringdiary.com,WEC – 8 hours Bahrain,"Bahrain International Circuit
Sakhir, Bahrain ",,,December 14 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/08/WEC.png,https://www.themotoringdiary.com/event/wec-8-hours-bahrain-2/,,,
https://www.themotoringdiary.com,Goodwood Track Day,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Car Track Day Sessioned
105dB
Closed Wheel Only
Novice to race drivers
Lunch provided for the driver, plus additional lunches can be purchased for guests.
Helmets and Paddocks available
Half-day: £180.00
Full-day: £349.00",,December 14 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/goodwood-track-day-10/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,Goodwood Off-Road Experience,"Goodwood Motor Circuit
Chichester, West Sussex PO18 0PX United Kingdom ","Your day includes:• A fleet of five classic Land Rovers to navigate the Goodwood Estate
• An active team building element
• Hamper refreshments in the woods
• Dedicated instructors on hand to provide advice on vehicle control, obstacle handling as well stories from across the Estate
Timings for your day:
• 09.00 – Introduction to the fleet of Land Rovers as well as your instructor
• 09.15 – Prepare your Land Rover
• 09.30 – Set off on your journey across the Goodwood Estate
• 10.30 – Break for refreshments in the woods
• 12.00 – Return to the Goodwood Motor Circuit
Please note, the timings for the day may be subject to change and can be taken AM or PM
Email: event.sales@goodwood.com
Telephone: 01243 520195",,December 14 2019,,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Goodwood-MC.png,https://www.themotoringdiary.com/event/goodwood-off-road-experience-12/,customer.sales@goodwood.com,,
https://www.themotoringdiary.com,Haynes Bikers Breakfast Ride In,"Haynes International Motor Museum
Sparkford
Yeovil, Somerset BA22 7LH United Kingdom ","Calling all biking enthusiasts! On the third Sunday of each month we host a breakfast ride-in which is open to all marques of motorcycle. As well as meeting other bikers, participants can chat over a coffee and a hearty breakfast (from a full English to a bacon roll) in Café 750. The very popular Museum café is open from 9.30am.
These events are free to attend and are a real opportunity for vehicle owners to show off their prized possessions at the front of the prestigious Museum.",01963 440804,December 15 2019 9:30 am,December 15 2019 12:00 pm,https://www.themotoringdiary.com/wp-content/uploads/2018/11/Haynes-Bikers-Breakfast-Ride-In.png,https://www.themotoringdiary.com/event/haynes-bikers-breakfast-ride-in-12/,enquiries@himm.co.uk,,
https://www.themotoringdiary.com,Formula E – Santiago de Chile E-Prix,"Santiago de Chile
Santiago de Chile, Chile ",,,18th January 2020,,https://www.themotoringdiary.com/wp-content/uploads/2018/08/Formula-E.png,https://www.themotoringdiary.com/event/formula-e-santiago-de-chile-e-prix/,,,
https://www.themotoringdiary.com,WEC – 6 hours Sao Paulo,"Interlagos Circuit
Sao Paulo, Brazil ",,,,,https://www.themotoringdiary.com/wp-content/uploads/2018/08/WEC.png,https://www.themotoringdiary.com/event/wec-6-hours-sao-paulo-2/,,,
https://www.themotoringdiary.com,BRC – Cambrian Rally,"Llandudno
Wales United Kingdom ",,,8th February 2020,,https://www.themotoringdiary.com/wp-content/uploads/2019/09/British-Rally-Championship.png,https://www.themotoringdiary.com/event/brc-cambrian-rally-2/,,,
https://www.themotoringdiary.com,Formula E – Mexico City E-Prix,"Mexico City
Mexico City, Mexico ",,,15th February 2020,,https://www.themotoringdiary.com/wp-content/uploads/2018/08/Formula-E.png,https://www.themotoringdiary.com/event/formula-e-mexico-city-e-prix-2/,,,
https://www.themotoringdiary.com,The London Classic Car Show,"Olympia
Warwick Road
London, W14 8UX United Kingdom ","The London Classic Car Show is the must‐attend event for discerning classic car owners, collectors, experts and enthusiasts. The event is an international celebration of the finest classic road and race cars for sale across the UK and Europe, brought together by the very best dealers, manufacturers, restorers and car clubs. Now in its sixth year, it moves to the prestigious and easily accessible Olympia London venue in Kensington, West London, with a wealth of content to delight classic car collectors and connoisseurs.",,20th February 2020 4:00 pm,20th February 2020 5:00 pm,https://www.themotoringdiary.com/wp-content/uploads/2019/11/London-Classic-Car-Show.jpg,https://www.themotoringdiary.com/event/the-london-classic-car-show/,info@brandevents.co.uk,,
